"ST","conference","D1School","Seed","Region"
"2007_1225","wac",1,NA,NA
"2007_1226","big_sky",1,NA,NA
"2007_1227","horizon",1,NA,NA
"2007_1228","big_ten",1,12,"West"
"2007_1229","mvc",1,NA,NA
"2007_1231","big_ten",1,7,"West"
"2007_1232","mvc",1,NA,NA
"2007_1233","maac",1,NA,NA
"2007_1234","big_ten",1,NA,NA
"2007_1235","big_twelve",1,NA,NA
"2007_1236","ind",1,NA,NA
"2007_1237","mid_cont",1,NA,NA
"2007_1238","swac",1,16,"Midwest"
"2007_1239","a_sun",1,NA,NA
"2007_1240","ovc",1,NA,NA
"2007_1241","caa",1,NA,NA
"2007_1242","big_twelve",1,1,"West"
"2007_1243","big_twelve",1,NA,NA
"2007_1244","a_sun",0,NA,NA
"2007_1245","mac",1,NA,NA
"2007_1246","sec",1,8,"West"
"2007_1247","a_ten",1,NA,NA
"2007_1248","patriot",1,NA,NA
"2007_1249","southland",1,NA,NA
"2007_1250","patriot",1,NA,NA
"2007_1251","big_south",1,NA,NA
"2007_1252","a_sun",1,NA,NA
"2007_1253","big_west",1,12,"South"
"2007_1254","nec",1,NA,NA
"2007_1255","ind",0,NA,NA
"2007_1256","wac",1,NA,NA
"2007_1257","big_east",1,6,"South"
"2007_1258","wcc",1,NA,NA
"2007_1259","maac",1,NA,NA
"2007_1260","horizon",1,NA,NA
"2007_1261","sec",1,NA,NA
"2007_1263","aec",1,NA,NA
"2007_1264","maac",1,NA,NA
"2007_1265","maac",1,NA,NA
"2007_1266","big_east",1,8,"East"
"2007_1267","cusa",1,NA,NA
"2007_1268","acc",1,4,"Midwest"
"2007_1269","a_ten",1,NA,NA
"2007_1270","southland",1,NA,NA
"2007_1271","meac",1,NA,NA
"2007_1272","cusa",1,2,"South"
"2007_1273","a_sun",1,NA,NA
"2007_1274","acc",1,NA,NA
"2007_1275","mac",1,14,"Midwest"
"2007_1276","big_ten",1,NA,NA
"2007_1277","big_ten",1,9,"East"
"2007_1278","big_ten",1,NA,NA
"2007_1279","sec",1,NA,NA
"2007_1280","sec",1,NA,NA
"2007_1281","big_twelve",1,NA,NA
"2007_1282","mid_cont",1,NA,NA
"2007_1283","mvc",1,NA,NA
"2007_1284","nec",1,NA,NA
"2007_1285","big_sky",1,NA,NA
"2007_1286","big_sky",1,NA,NA
"2007_1287","ovc",1,NA,NA
"2007_1288","meac",1,NA,NA
"2007_1290","swac",1,NA,NA
"2007_1291","nec",1,NA,NA
"2007_1292","sun_belt",1,NA,NA
"2007_1293","ovc",1,NA,NA
"2007_1294","big_sky",0,NA,NA
"2007_1295","ind",0,NA,NA
"2007_1296","mac",1,NA,NA
"2007_1298","patriot",1,NA,NA
"2007_1299","meac",1,NA,NA
"2007_1301","acc",1,NA,NA
"2007_1304","big_twelve",1,NA,NA
"2007_1305","wac",1,7,"South"
"2007_1306","aec",1,NA,NA
"2007_1307","mwc",1,NA,NA
"2007_1308","wac",1,13,"East"
"2007_1309","sun_belt",1,NA,NA
"2007_1310","maac",1,16,"West"
"2007_1311","southland",1,NA,NA
"2007_1312","ind",0,NA,NA
"2007_1313","meac",1,NA,NA
"2007_1314","acc",1,1,"East"
"2007_1316","a_sun",1,NA,NA
"2007_1317","sun_belt",1,15,"South"
"2007_1318","caa",1,NA,NA
"2007_1319","big_sky",1,NA,NA
"2007_1320","mvc",1,NA,NA
"2007_1321","big_ten",1,NA,NA
"2007_1322","southland",1,NA,NA
"2007_1323","big_east",1,6,"Midwest"
"2007_1324","mid_cont",1,NA,NA
"2007_1325","mac",1,NA,NA
"2007_1326","big_ten",1,1,"South"
"2007_1328","big_twelve",1,NA,NA
"2007_1329","big_twelve",1,NA,NA
"2007_1330","caa",1,12,"Midwest"
"2007_1331","mid_cont",1,14,"East"
"2007_1332","pac_ten",1,3,"Midwest"
"2007_1333","pac_ten",1,NA,NA
"2007_1334","big_west",1,NA,NA
"2007_1335","ivy",1,14,"South"
"2007_1336","big_ten",1,NA,NA
"2007_1337","wcc",1,NA,NA
"2007_1338","big_east",1,3,"West"
"2007_1339","wcc",1,NA,NA
"2007_1340","big_sky",1,NA,NA
"2007_1341","swac",1,NA,NA
"2007_1343","ivy",1,NA,NA
"2007_1344","big_east",1,NA,NA
"2007_1345","big_ten",1,9,"Midwest"
"2007_1346","nec",1,NA,NA
"2007_1347","big_south",1,NA,NA
"2007_1348","a_ten",1,NA,NA
"2007_1349","cusa",1,NA,NA
"2007_1350","a_ten",1,NA,NA
"2007_1351","maac",1,NA,NA
"2007_1352","nec",1,NA,NA
"2007_1353","big_east",1,NA,NA
"2007_1354","meac",1,NA,NA
"2007_1355","ind",0,NA,NA
"2007_1356","mvc",1,4,"West"
"2007_1357","nec",1,NA,NA
"2007_1358","southland",1,NA,NA
"2007_1359","ovc",1,NA,NA
"2007_1360","wcc",1,NA,NA
"2007_1361","mwc",1,NA,NA
"2007_1362","wcc",1,NA,NA
"2007_1363","wac",1,NA,NA
"2007_1364","big_west",1,NA,NA
"2007_1365","wcc",1,NA,NA
"2007_1366","ind",1,NA,NA
"2007_1368","southland",1,NA,NA
"2007_1369","ovc",1,NA,NA
"2007_1371","big_east",1,NA,NA
"2007_1372","southland",1,NA,NA
"2007_1373","maac",1,NA,NA
"2007_1374","cusa",1,NA,NA
"2007_1375","sun_belt",1,NA,NA
"2007_1376","sec",1,NA,NA
"2007_1378","big_east",1,NA,NA
"2007_1379","cusa",1,NA,NA
"2007_1380","swac",1,NA,NA
"2007_1381","mid_cont",1,NA,NA
"2007_1382","a_ten",1,NA,NA
"2007_1383","nec",1,NA,NA
"2007_1384","nec",1,NA,NA
"2007_1385","big_east",1,NA,NA
"2007_1386","a_ten",1,NA,NA
"2007_1387","a_ten",1,NA,NA
"2007_1388","wcc",1,NA,NA
"2007_1389","maac",1,NA,NA
"2007_1390","pac_ten",1,11,"South"
"2007_1391","a_sun",1,NA,NA
"2007_1392","aec",1,NA,NA
"2007_1393","big_east",1,NA,NA
"2007_1394","southland",1,15,"Midwest"
"2007_1395","mwc",1,NA,NA
"2007_1396","a_ten",1,NA,NA
"2007_1397","sec",1,5,"South"
"2007_1398","ovc",1,NA,NA
"2007_1399","ovc",1,NA,NA
"2007_1400","big_twelve",1,4,"East"
"2007_1401","big_twelve",1,3,"South"
"2007_1402","southland",1,NA,NA
"2007_1403","big_twelve",1,10,"East"
"2007_1404","ovc",1,NA,NA
"2007_1405","mac",1,NA,NA
"2007_1406","caa",1,NA,NA
"2007_1407","sun_belt",1,NA,NA
"2007_1408","cusa",1,NA,NA
"2007_1409","cusa",1,NA,NA
"2007_1410","ind",1,NA,NA
"2007_1411","swac",1,NA,NA
"2007_1412","cusa",1,NA,NA
"2007_1413","ind",1,NA,NA
"2007_1414","big_west",1,NA,NA
"2007_1415","big_west",1,NA,NA
"2007_1416","cusa",1,NA,NA
"2007_1417","pac_ten",1,2,"West"
"2007_1418","sun_belt",1,NA,NA
"2007_1419","sun_belt",1,NA,NA
"2007_1420","aec",1,NA,NA
"2007_1421","big_south",1,NA,NA
"2007_1422","southern",1,NA,NA
"2007_1423","caa",1,NA,NA
"2007_1424","mwc",1,7,"Midwest"
"2007_1425","pac_ten",1,5,"East"
"2007_1426","southland",1,NA,NA
"2007_1427","southland",1,NA,NA
"2007_1428","mwc",1,NA,NA
"2007_1429","wac",1,NA,NA
"2007_1430","ind",0,NA,NA
"2007_1431","cusa",1,NA,NA
"2007_1433","caa",1,11,"West"
"2007_1434","mid_cont",1,NA,NA
"2007_1435","sec",1,6,"East"
"2007_1436","aec",1,NA,NA
"2007_1437","big_east",1,9,"West"
"2007_1438","acc",1,4,"South"
"2007_1439","acc",1,5,"West"
"2007_1440","big_south",1,NA,NA
"2007_1441","southern",1,NA,NA
"2007_1442","mid_cont",1,NA,NA
"2007_1443","sun_belt",1,NA,NA
"2007_1444","mac",1,NA,NA
"2007_1445","ind",0,NA,NA
"2007_1447","nec",1,NA,NA
"2007_1448","acc",1,NA,NA
"2007_1449","pac_ten",1,NA,NA
"2007_1450","pac_ten",1,3,"East"
"2007_1451","big_sky",1,15,"West"
"2007_1452","big_east",1,NA,NA
"2007_1453","horizon",1,NA,NA
"2007_1454","horizon",1,NA,NA
"2007_1455","mvc",1,NA,NA
"2007_1456","caa",1,NA,NA
"2007_1457","big_south",1,11,"Midwest"
"2007_1458","big_ten",1,2,"Midwest"
"2007_1459","southern",1,NA,NA
"2007_1460","horizon",1,14,"West"
"2007_1461","mwc",1,NA,NA
"2007_1462","a_ten",1,9,"South"
"2007_1463","ivy",1,NA,NA
"2007_1464","horizon",1,NA,NA
"2008_1102","mwc",1,NA,NA
"2008_1103","mac",1,NA,NA
"2008_1104","sec",1,NA,NA
"2008_1105","swac",1,NA,NA
"2008_1106","swac",1,NA,NA
"2008_1107","aec",1,NA,NA
"2008_1108","swac",1,NA,NA
"2008_1110","patriot",1,15,"East"
"2008_1111","southern",1,NA,NA
"2008_1112","pac_ten",1,10,"West"
"2008_1113","pac_ten",1,NA,NA
"2008_1114","sun_belt",1,NA,NA
"2008_1115","swac",1,NA,NA
"2008_1116","sec",1,9,"East"
"2008_1117","sun_belt",1,NA,NA
"2008_1119","patriot",1,NA,NA
"2008_1120","sec",1,NA,NA
"2008_1122","ovc",1,15,"South"
"2008_1123","mac",1,NA,NA
"2008_1124","big_twelve",1,11,"West"
"2008_1125","a_sun",1,15,"West"
"2008_1126","meac",1,NA,NA
"2008_1127","aec",1,NA,NA
"2008_1129","wac",1,14,"East"
"2008_1130","acc",1,NA,NA
"2008_1131","aec",1,NA,NA
"2008_1132","mac",1,NA,NA
"2008_1133","mvc",1,NA,NA
"2008_1135","ivy",1,NA,NA
"2008_1137","patriot",1,NA,NA
"2008_1138","mac",1,NA,NA
"2008_1139","horizon",1,7,"East"
"2008_1140","mwc",1,8,"West"
"2008_1141","mac",1,NA,NA
"2008_1142","big_west",1,NA,NA
"2008_1143","pac_ten",1,NA,NA
"2008_1144","a_sun",1,NA,NA
"2008_1145","maac",1,NA,NA
"2008_1146","southland",0,NA,NA
"2008_1147","summit",1,NA,NA
"2008_1148","nec",1,NA,NA
"2008_1149","big_south",1,NA,NA
"2008_1150","a_ten",1,NA,NA
"2008_1151","southern",1,NA,NA
"2008_1152","ind",1,NA,NA
"2008_1153","big_east",1,NA,NA
"2008_1154","southern",1,NA,NA
"2008_1155","acc",1,5,"Midwest"
"2008_1156","horizon",1,NA,NA
"2008_1157","big_south",1,NA,NA
"2008_1158","southern",1,NA,NA
"2008_1159","patriot",1,NA,NA
"2008_1160","big_twelve",1,NA,NA
"2008_1161","mwc",1,NA,NA
"2008_1162","ivy",1,NA,NA
"2008_1163","big_east",1,4,"West"
"2008_1164","meac",1,16,"East"
"2008_1165","ivy",1,14,"South"
"2008_1166","mvc",1,NA,NA
"2008_1167","ind",0,NA,NA
"2008_1168","big_west",1,14,"Midwest"
"2008_1169","big_west",1,NA,NA
"2008_1170","big_sky",1,NA,NA
"2008_1171","ivy",1,NA,NA
"2008_1172","southern",1,10,"Midwest"
"2008_1173","a_ten",1,NA,NA
"2008_1174","caa",1,NA,NA
"2008_1175","meac",1,NA,NA
"2008_1176","sun_belt",1,NA,NA
"2008_1177","big_east",1,NA,NA
"2008_1178","horizon",1,NA,NA
"2008_1179","mvc",1,5,"West"
"2008_1180","caa",1,NA,NA
"2008_1181","acc",1,2,"West"
"2008_1182","a_ten",1,NA,NA
"2008_1183","ovc",1,NA,NA
"2008_1184","ovc",1,NA,NA
"2008_1185","mac",1,NA,NA
"2008_1186","big_sky",1,NA,NA
"2008_1187","cusa",1,NA,NA
"2008_1189","southern",1,NA,NA
"2008_1190","a_sun",1,NA,NA
"2008_1191","mvc",1,NA,NA
"2008_1192","nec",1,NA,NA
"2008_1193","maac",1,NA,NA
"2008_1194","sun_belt",1,NA,NA
"2008_1195","a_sun",0,NA,NA
"2008_1196","sec",1,NA,NA
"2008_1197","meac",1,NA,NA
"2008_1198","sun_belt",1,NA,NA
"2008_1199","acc",1,NA,NA
"2008_1200","a_ten",1,NA,NA
"2008_1201","wac",1,NA,NA
"2008_1202","southern",1,NA,NA
"2008_1203","a_ten",1,NA,NA
"2008_1204","southern",1,NA,NA
"2008_1205","a_sun",1,NA,NA
"2008_1206","caa",1,12,"East"
"2008_1207","big_east",1,2,"Midwest"
"2008_1208","sec",1,14,"West"
"2008_1209","caa",1,NA,NA
"2008_1210","acc",1,NA,NA
"2008_1211","wcc",1,7,"Midwest"
"2008_1212","swac",1,NA,NA
"2008_1214","meac",1,NA,NA
"2008_1216","aec",1,NA,NA
"2008_1217","ivy",1,NA,NA
"2008_1218","wac",1,NA,NA
"2008_1219","big_south",1,NA,NA
"2008_1220","caa",1,NA,NA
"2008_1221","patriot",1,NA,NA
"2008_1222","cusa",1,NA,NA
"2008_1223","ind",0,NA,NA
"2008_1224","meac",1,NA,NA
"2008_1225","wac",1,NA,NA
"2008_1226","big_sky",1,NA,NA
"2008_1227","horizon",1,NA,NA
"2008_1228","big_ten",1,NA,NA
"2008_1229","mvc",1,NA,NA
"2008_1231","big_ten",1,8,"East"
"2008_1232","mvc",1,NA,NA
"2008_1233","maac",1,NA,NA
"2008_1234","big_ten",1,NA,NA
"2008_1235","big_twelve",1,NA,NA
"2008_1236","summit",1,NA,NA
"2008_1237","summit",1,NA,NA
"2008_1238","swac",1,NA,NA
"2008_1239","a_sun",1,NA,NA
"2008_1240","ovc",1,NA,NA
"2008_1241","caa",1,NA,NA
"2008_1242","big_twelve",1,1,"Midwest"
"2008_1243","big_twelve",1,11,"Midwest"
"2008_1244","a_sun",0,NA,NA
"2008_1245","mac",1,9,"Midwest"
"2008_1246","sec",1,11,"South"
"2008_1247","a_ten",1,NA,NA
"2008_1248","patriot",1,NA,NA
"2008_1249","southland",1,NA,NA
"2008_1250","patriot",1,NA,NA
"2008_1251","big_south",1,NA,NA
"2008_1252","a_sun",1,NA,NA
"2008_1253","big_west",1,NA,NA
"2008_1254","nec",1,NA,NA
"2008_1255","ind",1,NA,NA
"2008_1256","wac",1,NA,NA
"2008_1257","big_east",1,3,"East"
"2008_1258","wcc",1,NA,NA
"2008_1259","maac",1,NA,NA
"2008_1260","horizon",1,NA,NA
"2008_1261","sec",1,NA,NA
"2008_1263","aec",1,NA,NA
"2008_1264","maac",1,NA,NA
"2008_1265","maac",1,NA,NA
"2008_1266","big_east",1,6,"South"
"2008_1267","cusa",1,NA,NA
"2008_1268","acc",1,NA,NA
"2008_1269","a_ten",1,NA,NA
"2008_1270","southland",1,NA,NA
"2008_1271","meac",1,NA,NA
"2008_1272","cusa",1,1,"South"
"2008_1273","a_sun",1,NA,NA
"2008_1274","acc",1,7,"South"
"2008_1275","mac",1,NA,NA
"2008_1276","big_ten",1,NA,NA
"2008_1277","big_ten",1,5,"South"
"2008_1278","big_ten",1,NA,NA
"2008_1279","sec",1,NA,NA
"2008_1280","sec",1,8,"South"
"2008_1281","big_twelve",1,NA,NA
"2008_1282","summit",1,NA,NA
"2008_1283","mvc",1,NA,NA
"2008_1284","nec",1,NA,NA
"2008_1285","big_sky",1,NA,NA
"2008_1286","big_sky",1,NA,NA
"2008_1287","ovc",1,NA,NA
"2008_1288","meac",1,NA,NA
"2008_1290","swac",1,16,"West"
"2008_1291","nec",1,16,"East"
"2008_1292","sun_belt",1,NA,NA
"2008_1293","ovc",1,NA,NA
"2008_1294","big_sky",1,NA,NA
"2008_1295","summit",0,NA,NA
"2008_1296","mac",1,NA,NA
"2008_1298","patriot",1,NA,NA
"2008_1299","meac",1,NA,NA
"2008_1300","ind",0,NA,NA
"2008_1301","acc",1,NA,NA
"2008_1304","big_twelve",1,NA,NA
"2008_1305","wac",1,NA,NA
"2008_1306","aec",1,NA,NA
"2008_1307","mwc",1,NA,NA
"2008_1308","wac",1,NA,NA
"2008_1309","sun_belt",1,NA,NA
"2008_1310","maac",1,NA,NA
"2008_1311","southland",1,NA,NA
"2008_1312","ind",0,NA,NA
"2008_1313","meac",1,NA,NA
"2008_1314","acc",1,1,"East"
"2008_1316","a_sun",1,NA,NA
"2008_1317","sun_belt",1,NA,NA
"2008_1318","caa",1,NA,NA
"2008_1319","big_sky",1,NA,NA
"2008_1320","mvc",1,NA,NA
"2008_1321","big_ten",1,NA,NA
"2008_1322","southland",1,NA,NA
"2008_1323","big_east",1,5,"East"
"2008_1324","summit",1,NA,NA
"2008_1325","mac",1,NA,NA
"2008_1326","big_ten",1,NA,NA
"2008_1328","big_twelve",1,6,"East"
"2008_1329","big_twelve",1,NA,NA
"2008_1330","caa",1,NA,NA
"2008_1331","summit",1,13,"South"
"2008_1332","pac_ten",1,9,"South"
"2008_1333","pac_ten",1,NA,NA
"2008_1334","big_west",1,NA,NA
"2008_1335","ivy",1,NA,NA
"2008_1336","big_ten",1,NA,NA
"2008_1337","wcc",1,NA,NA
"2008_1338","big_east",1,4,"South"
"2008_1339","wcc",1,NA,NA
"2008_1340","big_sky",1,16,"Midwest"
"2008_1341","swac",1,NA,NA
"2008_1342","ind",1,NA,NA
"2008_1343","ivy",1,NA,NA
"2008_1344","big_east",1,NA,NA
"2008_1345","big_ten",1,6,"West"
"2008_1346","nec",1,NA,NA
"2008_1347","big_south",1,NA,NA
"2008_1348","a_ten",1,NA,NA
"2008_1349","cusa",1,NA,NA
"2008_1350","a_ten",1,NA,NA
"2008_1351","maac",1,NA,NA
"2008_1352","nec",1,NA,NA
"2008_1353","big_east",1,NA,NA
"2008_1354","meac",1,NA,NA
"2008_1355","summit",0,NA,NA
"2008_1356","mvc",1,NA,NA
"2008_1357","nec",1,NA,NA
"2008_1358","southland",1,NA,NA
"2008_1359","ovc",1,NA,NA
"2008_1360","wcc",1,13,"West"
"2008_1361","mwc",1,NA,NA
"2008_1362","wcc",1,NA,NA
"2008_1363","wac",1,NA,NA
"2008_1364","big_west",1,NA,NA
"2008_1365","wcc",1,NA,NA
"2008_1366","ind",1,NA,NA
"2008_1367","a_sun",1,NA,NA
"2008_1368","southland",1,NA,NA
"2008_1369","ovc",1,NA,NA
"2008_1371","big_east",1,NA,NA
"2008_1372","southland",1,NA,NA
"2008_1373","maac",1,13,"Midwest"
"2008_1374","cusa",1,NA,NA
"2008_1375","sun_belt",1,10,"East"
"2008_1376","sec",1,NA,NA
"2008_1378","big_east",1,NA,NA
"2008_1379","cusa",1,NA,NA
"2008_1380","swac",1,NA,NA
"2008_1381","summit",1,NA,NA
"2008_1382","a_ten",1,NA,NA
"2008_1383","nec",1,NA,NA
"2008_1384","nec",1,NA,NA
"2008_1385","big_east",1,NA,NA
"2008_1386","a_ten",1,11,"East"
"2008_1387","a_ten",1,NA,NA
"2008_1388","wcc",1,10,"South"
"2008_1389","maac",1,NA,NA
"2008_1390","pac_ten",1,3,"South"
"2008_1391","a_sun",1,NA,NA
"2008_1392","aec",1,NA,NA
"2008_1393","big_east",1,NA,NA
"2008_1394","southland",1,NA,NA
"2008_1395","mwc",1,NA,NA
"2008_1396","a_ten",1,12,"South"
"2008_1397","sec",1,2,"East"
"2008_1398","ovc",1,NA,NA
"2008_1399","ovc",1,NA,NA
"2008_1400","big_twelve",1,2,"South"
"2008_1401","big_twelve",1,9,"West"
"2008_1402","southland",1,NA,NA
"2008_1403","big_twelve",1,NA,NA
"2008_1404","ovc",1,NA,NA
"2008_1405","mac",1,NA,NA
"2008_1406","caa",1,NA,NA
"2008_1407","sun_belt",1,NA,NA
"2008_1408","cusa",1,NA,NA
"2008_1409","cusa",1,NA,NA
"2008_1410","ind",1,NA,NA
"2008_1411","swac",1,NA,NA
"2008_1412","cusa",1,NA,NA
"2008_1413","big_west",1,NA,NA
"2008_1414","big_west",1,NA,NA
"2008_1415","big_west",1,NA,NA
"2008_1416","cusa",1,NA,NA
"2008_1417","pac_ten",1,1,"West"
"2008_1418","sun_belt",1,NA,NA
"2008_1419","sun_belt",1,NA,NA
"2008_1420","aec",1,15,"Midwest"
"2008_1421","big_south",1,NA,NA
"2008_1422","southern",1,NA,NA
"2008_1423","caa",1,NA,NA
"2008_1424","mwc",1,8,"Midwest"
"2008_1425","pac_ten",1,6,"Midwest"
"2008_1426","southland",1,16,"South"
"2008_1427","southland",1,NA,NA
"2008_1428","mwc",1,NA,NA
"2008_1429","wac",1,NA,NA
"2008_1430","ind",0,NA,NA
"2008_1431","cusa",1,NA,NA
"2008_1433","caa",1,NA,NA
"2008_1434","horizon",1,NA,NA
"2008_1435","sec",1,4,"Midwest"
"2008_1436","aec",1,NA,NA
"2008_1437","big_east",1,12,"Midwest"
"2008_1438","acc",1,NA,NA
"2008_1439","acc",1,NA,NA
"2008_1440","big_south",1,NA,NA
"2008_1441","southern",1,NA,NA
"2008_1442","summit",1,NA,NA
"2008_1443","sun_belt",1,12,"West"
"2008_1444","mac",1,NA,NA
"2008_1445","meac",1,NA,NA
"2008_1447","nec",1,NA,NA
"2008_1448","acc",1,NA,NA
"2008_1449","pac_ten",1,NA,NA
"2008_1450","pac_ten",1,4,"East"
"2008_1451","big_sky",1,NA,NA
"2008_1452","big_east",1,7,"West"
"2008_1453","horizon",1,NA,NA
"2008_1454","horizon",1,NA,NA
"2008_1455","mvc",1,NA,NA
"2008_1456","caa",1,NA,NA
"2008_1457","big_south",1,13,"East"
"2008_1458","big_ten",1,3,"Midwest"
"2008_1459","southern",1,NA,NA
"2008_1460","horizon",1,NA,NA
"2008_1461","mwc",1,NA,NA
"2008_1462","a_ten",1,3,"West"
"2008_1463","ivy",1,NA,NA
"2008_1464","horizon",1,NA,NA
"2009_1102","mwc",1,NA,NA
"2009_1103","mac",1,13,"South"
"2009_1104","sec",1,NA,NA
"2009_1105","swac",1,NA,NA
"2009_1106","swac",1,16,"Midwest"
"2009_1107","aec",1,NA,NA
"2009_1108","swac",1,NA,NA
"2009_1110","patriot",1,14,"East"
"2009_1111","southern",1,NA,NA
"2009_1112","pac_ten",1,12,"Midwest"
"2009_1113","pac_ten",1,6,"South"
"2009_1114","sun_belt",1,NA,NA
"2009_1115","swac",1,NA,NA
"2009_1116","sec",1,NA,NA
"2009_1117","sun_belt",1,NA,NA
"2009_1119","patriot",1,NA,NA
"2009_1120","sec",1,NA,NA
"2009_1122","ovc",1,NA,NA
"2009_1123","mac",1,NA,NA
"2009_1124","big_twelve",1,NA,NA
"2009_1125","a_sun",1,NA,NA
"2009_1126","meac",1,NA,NA
"2009_1127","aec",1,15,"East"
"2009_1129","wac",1,NA,NA
"2009_1130","acc",1,7,"Midwest"
"2009_1131","aec",1,NA,NA
"2009_1132","mac",1,NA,NA
"2009_1133","mvc",1,NA,NA
"2009_1135","ivy",1,NA,NA
"2009_1136","ind",1,NA,NA
"2009_1137","patriot",1,NA,NA
"2009_1138","mac",1,NA,NA
"2009_1139","horizon",1,9,"South"
"2009_1140","mwc",1,8,"West"
"2009_1141","mac",1,NA,NA
"2009_1142","big_west",1,NA,NA
"2009_1143","pac_ten",1,7,"West"
"2009_1144","a_sun",1,NA,NA
"2009_1145","maac",1,NA,NA
"2009_1146","southland",0,NA,NA
"2009_1147","summit",1,NA,NA
"2009_1148","nec",1,NA,NA
"2009_1149","big_south",1,NA,NA
"2009_1150","a_ten",1,NA,NA
"2009_1151","southern",1,16,"West"
"2009_1152","ind",1,NA,NA
"2009_1153","big_east",1,NA,NA
"2009_1154","southern",1,NA,NA
"2009_1155","acc",1,7,"South"
"2009_1156","horizon",1,13,"Midwest"
"2009_1157","big_south",1,NA,NA
"2009_1158","southern",1,NA,NA
"2009_1159","patriot",1,NA,NA
"2009_1160","big_twelve",1,NA,NA
"2009_1161","mwc",1,NA,NA
"2009_1162","ivy",1,NA,NA
"2009_1163","big_east",1,1,"West"
"2009_1164","meac",1,NA,NA
"2009_1165","ivy",1,14,"West"
"2009_1166","mvc",1,NA,NA
"2009_1167","ind",0,NA,NA
"2009_1168","big_west",1,NA,NA
"2009_1169","big_west",1,15,"West"
"2009_1170","big_sky",1,NA,NA
"2009_1171","ivy",1,NA,NA
"2009_1172","southern",1,NA,NA
"2009_1173","a_ten",1,11,"Midwest"
"2009_1174","caa",1,NA,NA
"2009_1175","meac",1,NA,NA
"2009_1176","sun_belt",1,NA,NA
"2009_1177","big_east",1,NA,NA
"2009_1178","horizon",1,NA,NA
"2009_1179","mvc",1,NA,NA
"2009_1180","caa",1,NA,NA
"2009_1181","acc",1,2,"East"
"2009_1182","a_ten",1,NA,NA
"2009_1183","ovc",1,NA,NA
"2009_1184","ovc",1,NA,NA
"2009_1185","mac",1,NA,NA
"2009_1186","big_sky",1,NA,NA
"2009_1187","cusa",1,NA,NA
"2009_1188","ovc",0,NA,NA
"2009_1189","southern",1,NA,NA
"2009_1190","a_sun",1,16,"East"
"2009_1191","mvc",1,NA,NA
"2009_1192","nec",1,NA,NA
"2009_1193","maac",1,NA,NA
"2009_1194","sun_belt",1,NA,NA
"2009_1195","a_sun",0,NA,NA
"2009_1196","sec",1,NA,NA
"2009_1197","meac",1,NA,NA
"2009_1198","sun_belt",1,NA,NA
"2009_1199","acc",1,5,"East"
"2009_1200","a_ten",1,NA,NA
"2009_1201","wac",1,NA,NA
"2009_1202","southern",1,NA,NA
"2009_1203","a_ten",1,NA,NA
"2009_1204","southern",1,NA,NA
"2009_1205","big_south",1,NA,NA
"2009_1206","caa",1,NA,NA
"2009_1207","big_east",1,NA,NA
"2009_1208","sec",1,NA,NA
"2009_1209","caa",1,NA,NA
"2009_1210","acc",1,NA,NA
"2009_1211","wcc",1,4,"South"
"2009_1212","swac",1,NA,NA
"2009_1214","meac",1,NA,NA
"2009_1216","aec",1,NA,NA
"2009_1217","ivy",1,NA,NA
"2009_1218","wac",1,NA,NA
"2009_1219","big_south",1,NA,NA
"2009_1220","caa",1,NA,NA
"2009_1221","patriot",1,NA,NA
"2009_1222","cusa",1,NA,NA
"2009_1223","ind",0,NA,NA
"2009_1224","meac",1,NA,NA
"2009_1225","wac",1,NA,NA
"2009_1226","big_sky",1,NA,NA
"2009_1227","horizon",1,NA,NA
"2009_1228","big_ten",1,5,"South"
"2009_1229","mvc",1,NA,NA
"2009_1231","big_ten",1,NA,NA
"2009_1232","mvc",1,NA,NA
"2009_1233","maac",1,NA,NA
"2009_1234","big_ten",1,NA,NA
"2009_1235","big_twelve",1,NA,NA
"2009_1236","summit",1,NA,NA
"2009_1237","summit",1,NA,NA
"2009_1238","swac",1,NA,NA
"2009_1239","a_sun",1,NA,NA
"2009_1240","ovc",1,NA,NA
"2009_1241","caa",1,NA,NA
"2009_1242","big_twelve",1,3,"Midwest"
"2009_1243","big_twelve",1,NA,NA
"2009_1244","a_sun",0,NA,NA
"2009_1245","mac",1,NA,NA
"2009_1246","sec",1,NA,NA
"2009_1247","a_ten",1,NA,NA
"2009_1248","patriot",1,NA,NA
"2009_1249","southland",1,NA,NA
"2009_1250","patriot",1,NA,NA
"2009_1251","big_south",1,NA,NA
"2009_1252","a_sun",1,NA,NA
"2009_1253","big_west",1,NA,NA
"2009_1254","nec",1,NA,NA
"2009_1255","ind",1,NA,NA
"2009_1256","wac",1,NA,NA
"2009_1257","big_east",1,1,"Midwest"
"2009_1258","wcc",1,NA,NA
"2009_1259","maac",1,NA,NA
"2009_1260","horizon",1,NA,NA
"2009_1261","sec",1,8,"South"
"2009_1263","aec",1,NA,NA
"2009_1264","maac",1,NA,NA
"2009_1265","maac",1,NA,NA
"2009_1266","big_east",1,6,"West"
"2009_1267","cusa",1,NA,NA
"2009_1268","acc",1,10,"West"
"2009_1269","a_ten",1,NA,NA
"2009_1270","southland",1,NA,NA
"2009_1271","meac",1,NA,NA
"2009_1272","cusa",1,2,"West"
"2009_1273","a_sun",1,NA,NA
"2009_1274","acc",1,NA,NA
"2009_1275","mac",1,NA,NA
"2009_1276","big_ten",1,10,"South"
