"Season","Daynum","team","score","Oteam","Oscore","loc","Numot","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","to","stl","blk","pf","Ofgm","Ofga","Ofgm3","Ofga3","Oftm","Ofta","Oor","Odr","Oast","Oto","Ostl","Oblk","Opf","GameID","G.round","win","Pos","OPos","GameTempo","eFGp","OeFGp","TOp","OTOp","ORp","OORp","FTRate","OFTRate","AssistRate","OAssistRate","BlockRate","OBlockRate","StealRate","OStealkRate","TrueShootp","OTrueShootp"
2014,136,1361,73,1308,69,"N",1,23,59,6,17,21,27,10,30,9,11,8,9,18,26,65,5,16,12,20,14,27,13,13,4,4,22,728,1,1,72.825,73.5,73.1625,0.440677966101695,0.438461538461538,0.151047030552695,0.17687074829932,0.27027027027027,0.318181818181818,0.457627118644068,0.307692307692308,0.391304347826087,0.5,0.183673469387755,0.0952380952380952,0.108843537414966,0.0549261929282527,0.508179603202228,0.463087248322148
2014,138,1361,63,1295,44,"N",0,19,44,7,16,18,24,8,30,8,6,4,2,16,15,47,2,11,12,17,7,20,5,6,1,2,17,756,2,1,53.4,54.075,53.7375,0.511363636363636,0.340425531914894,0.112359550561798,0.110957004160888,0.285714285714286,0.189189189189189,0.545454545454545,0.361702127659574,0.421052631578947,0.333333333333333,0.0555555555555556,0.0714285714285714,0.0739713361072584,0.0187265917602996,0.568592057761733,0.399455288243305
2014,137,1372,77,1433,75,"N",1,27,51,6,16,17,23,10,25,16,17,6,2,16,30,65,8,21,7,11,11,18,13,11,11,5,21,744,1,1,68.925,70.225,69.575,0.588235294117647,0.523076923076923,0.24664490388103,0.156639373442506,0.357142857142857,0.305555555555556,0.450980392156863,0.169230769230769,0.592592592592593,0.433333333333333,0.0454545454545455,0.142857142857143,0.085439658241367,0.159593761334784,0.621719822365765,0.533997864008544
2014,136,1387,83,1301,80,"N",1,31,64,9,18,12,26,9,32,16,9,7,4,26,28,60,4,9,20,37,10,33,10,12,7,5,20,729,1,1,76.35,79.575,77.9625,0.5546875,0.5,0.117878192534381,0.150801131008483,0.214285714285714,0.238095238095238,0.40625,0.616666666666667,0.516129032258065,0.357142857142857,0.0784313725490196,0.108695652173913,0.0879673264216148,0.091683038637852,0.54354944335298,0.515630035449565
2014,137,1390,58,1307,53,"N",0,19,49,8,15,12,17,5,30,10,10,6,5,20,19,52,4,21,11,19,9,28,12,10,2,2,18,745,1,1,62.075,62.025,62.05,0.469387755102041,0.403846153846154,0.161095449053564,0.161225312374043,0.151515151515152,0.230769230769231,0.346938775510204,0.365384615384615,0.526315789473684,0.631578947368421,0.161290322580645,0.0588235294117647,0.0967351874244256,0.0322190898107128,0.508103372755147,0.434248258910283
2014,139,1390,60,1242,57,"N",0,21,47,0,9,18,26,8,29,6,16,10,4,15,19,58,5,16,14,18,13,22,7,14,9,2,22,762,2,1,67.35,67.55,67.45,0.446808510638298,0.370689655172414,0.237564959168523,0.207253886010363,0.266666666666667,0.30952380952381,0.553191489361702,0.310344827586207,0.285714285714286,0.368421052631579,0.0952380952380952,0.0526315789473684,0.148038490007402,0.133630289532294,0.50547598989048,0.428249436513899
2014,136,1393,77,1444,53,"N",0,28,57,7,17,14,17,13,28,16,12,8,6,21,17,49,4,18,15,20,8,17,12,13,4,1,16,730,1,1,64.075,63.5,63.7875,0.552631578947368,0.387755102040816,0.18728053062817,0.204724409448819,0.433333333333333,0.222222222222222,0.298245614035088,0.408163265306122,0.571428571428571,0.705882352941177,0.193548387096774,0.025,0.125984251968504,0.0624268435427234,0.591625048021514,0.452991452991453
2014,135,1397,78,1234,65,"N",1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28,717,1,1,66.25,64.125,65.1875,0.490740740740741,0.448275862068966,0.120754716981132,0.0935672514619883,0.303030303030303,0.205882352941176,0.555555555555556,0.258620689655172,0.541666666666667,0.583333333333333,0.0238095238095238,0.0606060606060606,0.0311890838206628,0.030188679245283,0.571428571428571,0.499040307101727
2014,137,1397,86,1269,67,"N",0,30,56,2,14,24,31,10,27,16,12,8,3,13,28,66,3,11,8,11,14,19,12,13,8,1,21,746,2,1,72.725,70.225,71.475,0.553571428571429,0.446969696969697,0.165005156411138,0.185119259522962,0.344827586206897,0.341463414634146,0.553571428571429,0.166666666666667,0.533333333333333,0.428571428571429,0.0545454545454545,0.0238095238095238,0.113919544321823,0.110003437607425,0.607988688582538,0.47034047034047
2014,139,1397,83,1273,63,"N",0,27,55,6,22,23,26,18,23,15,7,2,0,14,24,53,8,22,7,9,7,12,11,6,3,4,21,763,3,1,56.35,56.275,56.3125,0.545454545454545,0.528301886792453,0.124223602484472,0.106619280319858,0.6,0.233333333333333,0.472727272727273,0.169811320754717,0.555555555555556,0.458333333333333,0,0.121212121212121,0.0355397601066193,0.0532386867790594,0.616184112843356,0.549978175469227
2014,136,1400,87,1113,85,"N",0,31,58,5,12,20,27,10,20,17,9,6,5,24,27,56,8,15,23,33,11,21,17,10,2,1,18,731,1,1,69.825,70.675,70.25,0.577586206896552,0.553571428571429,0.128893662728249,0.14149274849664,0.32258064516129,0.354838709677419,0.46551724137931,0.589285714285714,0.548387096774194,0.62962962962963,0.121951219512195,0.0217391304347826,0.0848956490979837,0.0286430361618332,0.61418990469467,0.592954307638647
2014,137,1417,76,1409,59,"N",0,29,63,5,16,13,15,13,23,17,10,11,5,13,21,57,7,19,10,14,12,21,14,16,2,2,18,747,1,1,67.125,67.65,67.3875,0.5,0.429824561403509,0.148975791433892,0.236511456023651,0.382352941176471,0.342857142857143,0.238095238095238,0.245614035087719,0.586206896551724,0.666666666666667,0.131578947368421,0.0425531914893617,0.16260162601626,0.0297951582867784,0.541889483065954,0.463472113118617
2014,139,1417,77,1372,60,"N",0,29,53,4,14,15,23,4,26,22,3,3,3,17,20,57,7,27,13,16,12,24,11,8,1,1,23,764,2,1,62.925,60.6,61.7625,0.584905660377358,0.412280701754386,0.0476758045292014,0.132013201320132,0.142857142857143,0.315789473684211,0.433962264150943,0.280701754385965,0.758620689655172,0.55,0.1,0.0256410256410256,0.0495049504950495,0.0158919348430671,0.60226828314431,0.464396284829721
2014,136,1437,73,1454,53,"N",0,28,62,4,23,13,16,12,34,13,11,8,10,17,18,63,6,24,11,15,13,24,13,12,4,2,14,732,1,1,68.6,69.125,68.8625,0.483870967741935,0.333333333333333,0.160349854227405,0.173598553345389,0.333333333333333,0.276595744680851,0.258064516129032,0.238095238095238,0.464285714285714,0.722222222222222,0.256410256410256,0.0512820512820513,0.115732368896926,0.0583090379008746,0.524425287356322,0.377896613190731
2014,137,1438,70,1157,59,"N",0,21,40,8,17,20,25,0,28,16,7,4,5,16,21,50,9,19,8,14,5,23,13,8,5,2,19,748,1,1,58.875,59.65,59.2625,0.625,0.51,0.118895966029724,0.134115674769489,0,0.151515151515152,0.625,0.28,0.761904761904762,0.619047619047619,0.161290322580645,0.0869565217391304,0.0670578373847443,0.0849256900212314,0.674698795180723,0.520741394527802
2014,139,1438,78,1272,60,"N",0,30,54,5,11,13,16,6,34,13,10,3,6,16,24,59,3,13,9,21,8,20,16,6,7,3,14,765,2,1,65.6,66.975,66.2875,0.601851851851852,0.432203389830508,0.152439024390244,0.0895856662933931,0.230769230769231,0.19047619047619,0.296296296296296,0.355932203389831,0.433333333333333,0.666666666666667,0.130434782608696,0.0697674418604651,0.0447928331466965,0.106707317073171,0.633116883116883,0.434940195723088
2014,137,1455,64,1142,37,"N",0,23,50,6,19,12,21,11,35,17,12,4,6,17,12,58,5,28,8,18,13,21,5,6,7,1,17,749,1,1,60.975,59.55,60.2625,0.52,0.25,0.19680196801968,0.100755667506297,0.34375,0.270833333333333,0.42,0.310344827586207,0.739130434782609,0.416666666666667,0.2,0.032258064516129,0.0671704450041982,0.11480114801148,0.533555648186745,0.277986476333584
2014,136,1458,75,1110,35,"N",0,26,52,10,23,13,14,6,25,13,7,9,1,15,11,37,4,15,9,15,4,20,8,17,5,0,16,733,1,1,59.65,57.125,58.3875,0.596153846153846,0.351351351351351,0.117351215423303,0.297592997811816,0.230769230769231,0.137931034482759,0.269230769230769,0.405405405405405,0.5,0.727272727272727,0.0454545454545455,0,0.157549234135667,0.0838222967309304,0.639386189258312,0.396600566572238
2014,138,1458,85,1332,77,"N",0,29,60,11,28,16,25,14,22,15,8,1,1,17,24,49,8,18,21,23,3,23,9,8,5,1,23,757,2,1,65.875,64.925,65.4,0.575,0.571428571428571,0.121442125237192,0.123219098960339,0.378378378378378,0.12,0.416666666666667,0.469387755102041,0.517241379310345,0.375,0.032258064516129,0.03125,0.0154023873700424,0.0759013282732448,0.591304347826087,0.64246975385899
2014,143,1458,69,1124,52,"N",0,26,51,6,16,11,20,8,31,18,10,1,6,16,18,57,2,15,14,18,11,22,10,6,5,3,16,769,3,1,62.5,60.55,61.525,0.568627450980392,0.333333333333333,0.16,0.0990916597853014,0.266666666666667,0.261904761904762,0.392156862745098,0.315789473684211,0.692307692307692,0.555555555555556,0.142857142857143,0.0857142857142857,0.0165152766308836,0.08,0.570247933884298,0.396643783371472
2014,145,1458,64,1112,63,"N",1,24,61,6,17,10,12,13,25,11,8,3,0,15,23,59,5,12,12,17,13,26,8,7,2,5,17,775,4,1,61.7,61.075,61.3875,0.442622950819672,0.432203389830508,0.129659643435981,0.114613180515759,0.333333333333333,0.342105263157895,0.19672131147541,0.288135593220339,0.458333333333333,0.347826086956522,0,0.113636363636364,0.049119934506754,0.0324149108589951,0.47976011994003,0.469623555721208
2015,136,1112,93,1411,72,"N",0,32,53,5,11,24,27,12,23,13,12,8,3,23,24,51,5,12,19,30,8,11,5,9,5,3,19,785,1,1,65.825,66.25,66.0375,0.650943396226415,0.519607843137255,0.182301557159134,0.135849056603774,0.521739130434783,0.258064516129032,0.509433962264151,0.588235294117647,0.40625,0.208333333333333,0.0769230769230769,0.0714285714285714,0.120754716981132,0.0759589821496392,0.706418533991644,0.551724137931034
2015,138,1112,73,1326,58,"N",0,23,63,7,19,20,24,18,25,14,8,9,4,13,20,52,5,17,13,15,7,19,9,12,4,3,17,817,2,1,64.4,64.125,64.2625,0.420634920634921,0.432692307692308,0.124223602484472,0.187134502923977,0.486486486486487,0.21875,0.380952380952381,0.288461538461538,0.608695652173913,0.45,0.114285714285714,0.0681818181818182,0.140350877192982,0.062111801242236,0.490591397849462,0.490486257928118
2015,143,1112,68,1462,60,"N",0,22,54,7,22,17,19,10,23,10,8,9,1,14,22,51,3,17,13,16,8,23,9,12,7,3,16,833,3,1,61.025,62.6,61.8125,0.472222222222222,0.46078431372549,0.131093814010651,0.191693290734824,0.303030303030303,0.258064516129032,0.351851851851852,0.313725490196078,0.454545454545455,0.409090909090909,0.0294117647058824,0.09375,0.143769968051118,0.11470708725932,0.539468464894883,0.511945392491468
2015,136,1116,56,1459,53,"N",0,22,48,3,8,9,16,8,27,13,10,4,3,16,18,57,7,24,10,16,14,23,7,8,5,1,15,786,1,1,57.6,58.6,58.1,0.489583333333333,0.37719298245614,0.173611111111111,0.136518771331058,0.258064516129032,0.341463414634146,0.333333333333333,0.280701754385965,0.590909090909091,0.388888888888889,0.0909090909090909,0.025,0.068259385665529,0.0868055555555556,0.503597122302158,0.410216718266254
2015,136,1139,56,1400,48,"N",0,16,48,4,13,20,28,5,23,11,5,5,4,13,17,50,6,19,8,12,12,29,7,15,4,5,22,787,1,1,61.3,58.7,60,0.375,0.4,0.0815660685154976,0.255536626916525,0.147058823529412,0.342857142857143,0.583333333333333,0.24,0.6875,0.411764705882353,0.129032258064516,0.142857142857143,0.0851788756388416,0.0652528548123981,0.456769983686786,0.430879712746858
2015,136,1153,66,1345,65,"N",1,25,61,4,10,12,21,11,27,9,9,8,5,16,26,72,4,26,9,15,21,30,13,12,5,1,18,788,1,1,68.975,70.125,69.55,0.442622950819672,0.388888888888889,0.130482058716926,0.171122994652406,0.268292682926829,0.4375,0.344262295081967,0.208333333333333,0.36,0.5,0.108695652173913,0.0196078431372549,0.114081996434938,0.0724900326205147,0.464952448045086,0.410742496050553
2015,135,1173,56,1129,55,"N",0,20,42,7,21,9,14,3,22,13,11,4,1,14,22,55,6,20,5,10,12,21,10,9,5,1,18,783,1,1,56.65,56.75,56.7,0.55952380952381,0.454545454545455,0.194174757281553,0.158590308370044,0.125,0.352941176470588,0.333333333333333,0.181818181818182,0.65,0.454545454545455,0.0285714285714286,0.0476190476190476,0.0704845814977974,0.088261253309797,0.575539568345324,0.460251046025105
2015,137,1173,66,1344,53,"N",0,18,42,8,23,22,30,3,29,9,12,8,4,14,20,59,10,26,3,7,13,26,9,16,4,1,21,801,2,1,65.25,65.325,65.2875,0.523809523809524,0.423728813559322,0.183908045977011,0.244929200153081,0.103448275862069,0.30952380952381,0.714285714285714,0.11864406779661,0.5,0.45,0.121212121212121,0.0526315789473684,0.12246460007654,0.0613026819923372,0.586666666666667,0.425190533493783
2015,137,1181,85,1352,56,"N",0,34,54,10,21,7,14,9,31,28,11,7,3,8,24,66,6,19,2,4,12,16,13,8,6,1,17,802,1,1,62.65,63.9,63.275,0.722222222222222,0.409090909090909,0.175578611332801,0.125195618153365,0.36,0.27906976744186,0.259259259259259,0.0606060606060606,0.823529411764706,0.541666666666667,0.0638297872340425,0.0303030303030303,0.109546165884194,0.0957701516360734,0.700741962077494,0.412371134020619
2015,139,1181,68,1361,49,"N",0,30,55,6,14,2,2,5,28,16,9,7,6,12,19,58,2,13,9,11,13,20,5,11,6,5,8,825,2,1,59.95,61.225,60.5875,0.6,0.344827586206897,0.150125104253545,0.179665169456921,0.2,0.317073170731707,0.0363636363636364,0.189655172413793,0.533333333333333,0.263157894736842,0.133333333333333,0.121951219512195,0.114332380563495,0.100083402835696,0.607685433422699,0.387504942665085
2015,144,1181,63,1428,57,"N",0,20,45,3,9,20,26,8,23,5,14,6,4,16,21,60,4,16,11,15,18,18,8,15,8,4,21,837,3,1,63.35,64.125,63.7375,0.477777777777778,0.383333333333333,0.220994475138122,0.233918128654971,0.307692307692308,0.439024390243902,0.577777777777778,0.25,0.25,0.380952380952381,0.0909090909090909,0.111111111111111,0.0935672514619883,0.126282557221784,0.549258936355711,0.424581005586592
2015,146,1181,66,1211,52,"N",0,21,56,8,19,16,19,9,22,10,3,8,2,12,22,50,2,10,6,9,8,27,8,13,1,3,15,843,4,1,59.025,59.275,59.15,0.446428571428571,0.46,0.0508259212198221,0.219316743989878,0.25,0.266666666666667,0.339285714285714,0.18,0.476190476190476,0.363636363636364,0.05,0.0810810810810811,0.134964150147617,0.0169419737399407,0.507497116493656,0.479041916167665
2015,152,1181,81,1277,61,"N",0,26,50,2,10,27,37,7,29,10,8,9,4,18,22,55,7,20,10,16,9,24,10,14,4,3,28,845,5,1,68.575,67.6,68.0875,0.54,0.463636363636364,0.11666059059424,0.207100591715976,0.225806451612903,0.236842105263158,0.74,0.290909090909091,0.384615384615385,0.454545454545455,0.114285714285714,0.075,0.133136094674556,0.0583302952971199,0.599334073251942,0.487220447284345
2015,154,1181,68,1458,63,"N",0,24,51,4,11,16,20,6,27,7,5,4,6,13,25,61,7,21,6,10,11,24,13,5,3,1,15,847,6,1,59.5,59.75,59.625,0.509803921568627,0.467213114754098,0.0840336134453782,0.0836820083682008,0.2,0.289473684210526,0.392156862745098,0.163934426229508,0.291666666666667,0.52,0.15,0.025,0.0669456066945607,0.0504201680672269,0.56198347107438,0.479087452471483
2015,136,1207,84,1186,74,"N",0,25,48,11,23,23,32,10,26,10,14,5,3,18,26,64,9,28,13,15,10,18,6,9,3,2,21,789,1,1,67.2,70.125,68.6625,0.635416666666667,0.4765625,0.208333333333333,0.128342245989305,0.357142857142857,0.277777777777778,0.666666666666667,0.234375,0.4,0.230769230769231,0.0833333333333333,0.08,0.071301247771836,0.0446428571428571,0.664556962025316,0.520210896309315
2015,136,1209,57,1124,56,"N",0,22,54,5,16,8,13,9,13,12,6,13,2,13,19,43,7,19,11,13,12,28,14,21,2,1,13,790,1,1,57.175,58.175,57.675,0.453703703703704,0.523255813953488,0.104940970703979,0.360979802320584,0.243243243243243,0.48,0.240740740740741,0.302325581395349,0.545454545454545,0.736842105263158,0.0833333333333333,0.0263157894736842,0.223463687150838,0.034980323567993,0.473618612380557,0.569395017793594
2015,137,1211,86,1295,76,"N",0,30,58,7,22,19,28,11,24,16,9,5,3,13,29,54,10,21,8,12,3,21,5,13,3,3,22,803,1,1,69.3,69.7,69.5,0.577586206896552,0.62962962962963,0.12987012987013,0.186513629842181,0.34375,0.111111111111111,0.482758620689655,0.222222222222222,0.533333333333333,0.172413793103448,0.0909090909090909,0.0833333333333333,0.0717360114777618,0.0432900432900433,0.603085553997195,0.636515912897822
2015,139,1211,87,1234,68,"N",0,32,52,10,16,13,21,7,27,20,11,4,2,11,28,60,5,15,7,10,7,15,10,11,4,3,17,826,2,1,65.975,68.75,67.3625,0.711538461538462,0.508333333333333,0.166729821902236,0.16,0.318181818181818,0.205882352941176,0.403846153846154,0.166666666666667,0.625,0.357142857142857,0.0444444444444444,0.0833333333333333,0.0581818181818182,0.0606290261462675,0.701895925776523,0.525096525096525
2015,144,1211,74,1417,62,"N",0,27,67,3,19,17,23,18,32,15,5,5,4,18,26,67,3,13,7,11,12,27,12,7,4,7,22,838,3,1,64.925,67.225,66.075,0.425373134328358,0.41044776119403,0.0770119368502118,0.104127928597992,0.4,0.272727272727273,0.343283582089552,0.164179104477612,0.555555555555556,0.461538461538462,0.0740740740740741,0.145833333333333,0.0743770918557085,0.0616095494801694,0.474815527751043,0.429214260989962
2015,134,1214,74,1264,64,"N",0,26,53,3,7,19,34,6,31,20,14,6,3,19,23,62,6,25,12,21,12,29,15,17,5,3,25,781,1,1,77.15,76.975,77.0625,0.518867924528302,0.419354838709677,0.181464679196371,0.220850925625203,0.171428571428571,0.27906976744186,0.641509433962264,0.338709677419355,0.769230769230769,0.652173913043478,0.0810810810810811,0.0652173913043478,0.0779473855147775,0.0648088139987038,0.535068691250904,0.444598819034387
2015,137,1234,83,1172,52,"N",0,35,69,6,16,7,10,14,32,12,5,3,5,11,21,63,6,28,4,10,10,20,13,6,1,4,15,804,1,1,64.75,63.75,64.25,0.550724637681159,0.380952380952381,0.0772200772200772,0.0941176470588235,0.411764705882353,0.238095238095238,0.144927536231884,0.158730158730159,0.342857142857143,0.619047619047619,0.142857142857143,0.0754716981132075,0.0470588235294118,0.0154440154440154,0.56271186440678,0.383763837638376
2015,137,1242,75,1308,56,"N",0,27,50,9,13,12,15,10,26,16,14,7,3,17,20,56,5,15,11,16,14,15,8,11,10,3,15,805,1,1,61.125,60.6,60.8625,0.63,0.401785714285714,0.229038854805726,0.181518151815182,0.4,0.35,0.3,0.285714285714286,0.592592592592593,0.4,0.0731707317073171,0.0810810810810811,0.115511551155116,0.16359918200409,0.656455142231947,0.440251572327044
2015,136,1246,79,1214,56,"N",0,28,61,3,10,20,28,13,38,15,13,7,5,18,17,59,4,16,18,23,6,25,2,11,9,3,22,791,1,1,74.3,74.925,74.6125,0.483606557377049,0.322033898305085,0.174966352624495,0.146813480146813,0.342105263157895,0.136363636363636,0.459016393442623,0.389830508474576,0.535714285714286,0.117647058823529,0.116279069767442,0.0588235294117647,0.0934267600934268,0.121130551816958,0.531628532974428,0.400429031104755
2015,138,1246,64,1153,51,"N",0,20,54,4,15,20,28,12,26,10,7,7,9,15,20,63,2,14,9,14,21,24,5,14,4,6,22,818,2,1,62.3,62.65,62.475,0.407407407407407,0.333333333333333,0.112359550561798,0.223463687150838,0.333333333333333,0.446808510638298,0.518518518518518,0.222222222222222,0.5,0.25,0.183673469387755,0.153846153846154,0.111731843575419,0.0642054574638844,0.475482912332838,0.366116295764537
2015,143,1246,78,1452,39,"N",0,24,50,4,15,26,32,11,33,13,10,7,7,21,13,54,2,15,11,19,13,19,7,13,4,3,29,834,3,1,64.2,63.025,63.6125,0.52,0.259259259259259,0.155763239875389,0.206267354224514,0.366666666666667,0.282608695652174,0.64,0.351851851851852,0.541666666666667,0.538461538461538,0.179487179487179,0.0857142857142857,0.111067036890123,0.0623052959501558,0.598159509202454,0.309401031336771
2015,145,1246,68,1323,66,"N",0,25,47,4,8,14,20,10,19,8,11,4,9,12,26,56,4,14,10,13,13,15,16,7,5,1,14,841,4,1,57.5,56.175,56.8375,0.574468085106383,0.5,0.191304347826087,0.124610591900312,0.4,0.40625,0.425531914893617,0.232142857142857,0.32,0.615384615384615,0.214285714285714,0.0256410256410256,0.0712060525144637,0.0869565217391304,0.601769911504425,0.530759951749095
2015,137,1257,57,1414,55,"N",0,23,55,5,15,6,6,9,16,9,9,4,2,11,24,52,5,14,2,2,9,20,10,14,5,2,10,806,1,1,57.85,57.95,57.9,0.463636363636364,0.509615384615385,0.155574762316335,0.241587575496117,0.310344827586207,0.36,0.109090909090909,0.0384615384615385,0.391304347826087,0.416666666666667,0.0526315789473684,0.05,0.0690250215703192,0.0864304235090752,0.492653414001729,0.519357884796978
2015,139,1257,66,1320,53,"N",0,22,48,5,11,17,21,10,20,11,7,2,5,16,18,46,6,19,11,13,8,17,9,10,2,1,20,827,2,1,54.975,54.175,54.575,0.510416666666667,0.456521739130435,0.127330604820373,0.184586986617443,0.37037037037037,0.285714285714286,0.4375,0.282608695652174,0.5,0.5,0.185185185185185,0.027027027027027,0.0369173973234887,0.0363801728058208,0.569210866752911,0.50790608528989
2015,144,1257,75,1301,65,"N",0,27,54,3,12,18,27,7,27,15,5,5,4,13,23,60,9,20,10,14,11,25,10,7,3,3,19,839,3,1,64.825,62.65,63.7375,0.527777777777778,0.458333333333333,0.0771307365985345,0.111731843575419,0.21875,0.289473684210526,0.5,0.233333333333333,0.555555555555556,0.434782608695652,0.1,0.0714285714285714,0.0798084596967279,0.0462784419591207,0.561167227833894,0.487621905476369
2015,137,1268,65,1434,62,"N",0,19,40,9,21,18,24,4,30,9,11,5,5,19,20,56,12,27,10,18,11,20,12,9,5,1,19,807,1,1,58.4,62.55,60.475,0.5875,0.464285714285714,0.188356164383562,0.143884892086331,0.166666666666667,0.268292682926829,0.6,0.321428571428571,0.473684210526316,0.6,0.172413793103448,0.0526315789473684,0.0799360511590727,0.0856164383561644,0.632295719844358,0.480247869868319
2015,137,1277,70,1208,63,"N",0,26,57,7,18,11,19,5,30,18,9,8,3,22,19,57,4,14,21,26,12,31,8,12,4,2,19,808,1,1,70.025,69.35,69.6875,0.517543859649123,0.368421052631579,0.128525526597644,0.173035328046143,0.138888888888889,0.285714285714286,0.333333333333333,0.456140350877193,0.692307692307692,0.421052631578947,0.0697674418604651,0.0512820512820513,0.115356885364095,0.0571224562656194,0.530102234002272,0.454217736121125
2015,139,1277,60,1438,54,"N",0,17,40,6,12,20,33,7,25,7,6,4,7,19,17,57,2,17,18,26,18,21,6,5,2,3,18,828,2,1,54.675,56.35,55.5125,0.5,0.315789473684211,0.109739368998628,0.0887311446317657,0.25,0.418604651162791,0.825,0.456140350877193,0.411764705882353,0.352941176470588,0.175,0.107142857142857,0.0709849157054126,0.0365797896662094,0.538841490794791,0.389329488103821
2015,144,1277,62,1328,58,"N",0,22,57,9,27,9,16,15,21,9,5,1,1,16,20,55,4,17,14,16,14,24,7,7,2,4,16,840,3,1,54.6,55.6,55.1,0.464912280701754,0.4,0.0915750915750916,0.12589928057554,0.384615384615385,0.4,0.280701754385965,0.290909090909091,0.409090909090909,0.35,0.0263157894736842,0.133333333333333,0.0179856115107914,0.0366300366300366,0.479876160990712,0.463258785942492
2015,146,1277,76,1257,70,"N",1,26,60,9,23,15,20,10,31,20,12,5,7,22,23,64,4,11,20,29,15,26,10,9,6,6,16,844,4,1,71.5,71.775,71.6375,0.508333333333333,0.390625,0.167832167832168,0.125391849529781,0.277777777777778,0.326086956521739,0.333333333333333,0.453125,0.769230769230769,0.434782608695652,0.132075471698113,0.162162162162162,0.0696621386276559,0.0839160839160839,0.546762589928058,0.450016072002571
2015,134,1279,94,1140,90,"N",0,36,80,7,23,15,23,16,27,24,7,7,6,21,28,58,15,29,19,27,6,33,22,15,0,2,23,782,1,1,81.925,79.825,80.875,0.49375,0.612068965517241,0.0854440036618859,0.187911055433761,0.326530612244898,0.181818181818182,0.2875,0.46551724137931,0.666666666666667,0.785714285714286,0.206896551724138,0.0350877192982456,0.0876918258690886,0,0.516909540830355,0.635368866925521
2015,136,1301,66,1261,65,"N",0,28,66,5,24,5,7,11,28,11,11,2,2,15,24,60,5,15,12,22,13,28,14,8,5,6,10,792,1,1,69.325,65.45,67.3875,0.462121212121212,0.441666666666667,0.158672917417959,0.122230710466005,0.282051282051282,0.317073170731707,0.106060606060606,0.366666666666667,0.392857142857143,0.583333333333333,0.0444444444444444,0.142857142857143,0.0305576776165011,0.0721240533717995,0.476018752253877,0.461320085166785
2015,138,1301,71,1437,68,"N",0,24,53,3,11,20,27,13,32,11,10,2,4,21,19,61,9,28,21,23,12,20,7,5,5,3,22,819,2,1,62.825,64.925,63.875,0.481132075471698,0.385245901639344,0.159172304019101,0.0770119368502118,0.393939393939394,0.272727272727273,0.509433962264151,0.377049180327869,0.458333333333333,0.368421052631579,0.121212121212121,0.0714285714285714,0.0308047747400847,0.0795861520095503,0.539308773262438,0.472714633298575
2015,136,1314,67,1217,65,"N",0,27,49,5,7,8,13,12,23,14,17,2,2,18,21,55,5,13,18,20,12,14,9,7,9,2,16,793,1,1,60.175,59.5,59.8375,0.602040816326531,0.427272727272727,0.282509347735771,0.117647058823529,0.461538461538462,0.342857142857143,0.26530612244898,0.363636363636364,0.518518518518518,0.428571428571429,0.0476190476190476,0.0476190476190476,0.0336134453781513,0.149563772330702,0.607159039420027,0.503875968992248
2015,138,1314,87,1116,78,"N",0,27,60,4,10,29,37,17,25,14,16,13,3,25,24,65,8,25,22,27,20,19,17,21,9,3,23,820,2,1,76.575,78.825,77.7,0.483333333333333,0.430769230769231,0.208945478289259,0.266412940057088,0.472222222222222,0.444444444444444,0.616666666666667,0.415384615384615,0.518518518518518,0.708333333333333,0.075,0.06,0.164922296225817,0.117531831537708,0.560747663551402,0.501124317378734
2015,137,1320,71,1461,54,"N",0,23,50,9,18,16,18,8,21,10,7,9,1,14,21,46,9,22,3,9,4,18,14,12,2,3,17,809,1,1,57.55,58.275,57.9125,0.55,0.554347826086957,0.121633362293658,0.205920205920206,0.307692307692308,0.16,0.36,0.195652173913043,0.434782608695652,0.666666666666667,0.0416666666666667,0.09375,0.154440154440154,0.0347523892267593,0.606319385140905,0.537046245648931
2015,136,1323,69,1318,65,"N",0,27,47,2,6,13,18,2,15,19,7,9,4,13,27,55,3,11,8,10,13,20,15,16,2,0,12,794,1,1,60.55,62.75,61.65,0.595744680851064,0.518181818181818,0.115606936416185,0.254980079681275,0.0909090909090909,0.464285714285714,0.382978723404255,0.181818181818182,0.703703703703704,0.555555555555556,0.0909090909090909,0,0.143426294820717,0.0330305532617671,0.621062106210621,0.543933054393305
2015,138,1323,67,1139,64,"N",1,22,51,6,20,17,22,9,31,9,13,4,8,16,21,63,4,13,18,21,13,23,8,7,8,5,15,821,2,1,65.45,66.975,66.2125,0.490196078431373,0.365079365079365,0.198624904507257,0.104516610675625,0.28125,0.295454545454545,0.431372549019608,0.333333333333333,0.409090909090909,0.380952380952381,0.16,0.161290322580645,0.0597237775289287,0.122230710466005,0.545158665581774,0.438506337786913
2015,143,1323,81,1455,70,"N",0,30,54,9,19,12,15,6,26,18,11,4,4,14,26,65,3,18,15,19,15,21,9,7,6,3,16,835,3,1,66.125,66.025,66.075,0.638888888888889,0.423076923076923,0.166351606805293,0.106020446800454,0.222222222222222,0.365853658536585,0.277777777777778,0.292307692307692,0.6,0.346153846153846,0.0851063829787234,0.0857142857142857,0.0605831124574025,0.0907372400756144,0.662576687116564,0.472813238770686
